ADJ,ADP,ADV,AUX,CCONJ,DET,Lemma,NOUN,NUM,PART,PRON,PROPN,PUNCT,ParentAUX,ParentNOUN,ParentNUM,ParentNon,ParentPRON,ParentPROPN,ParentPUNCT,ParentVERB,SCONJ,Sentence,Token,VERB,acl:relcl,advcl,advmod,aux:pass,case,cc,ccomp,conj,det,discourse,iobj,mark,nmod,nsubj,nsubj:pass,obj,obl,parataxis,punct,Answer
0,0,0,0,0,0,принятую,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"Он , бедняга , наголодался , – Филипп Филиппович на конце вилки подал псу закуску , принятую тем с фокусной ловкостью , и вилку с грохотом свалил в полоскательницу . ",принятую,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,засим,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Засим от тарелок подымался пахнущий раками пар , пес сидел в тени скатерти с видом часового у порохового склада , а Филипп Филиппович , заложив хвост тугой салфетки за воротничок , проповедовал : ",Засим,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,читающие,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,"Пациенты , не читающие газет , чувствовали себя превосходно . ",читающие,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,приличное,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"– Сен - Жульен – приличное вино , – сквозь сон слышал пес , – но только ведь теперь же его нету . ",приличное,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,необоснованных,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Я враг необоснованных гипотез . ,необоснованных,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,выдаваться,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Не в калошах счастье , – подумал пес , – но личность выдающаяся » . ",выдающаяся,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,0,0,1,парадного,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"И вот , в течение времени до марта 1917 года не было ни одного случая – подчеркиваю красным карандашом « ни одного » ! – чтобы из нашего парадного внизу при общей незапертой двери пропала бы хоть одна пара калош . ",парадного,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,1,0,0,0,сказать,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Где - нибудь у Карла Маркса сказано , что второй подъезд Калабуховского дома на Пречистенке следует забить досками и ходить кругом через черный двор ? ",сказано,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,подобного,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,– Ничего подобного ! – громовым голосом ответил Филипп Филипповичи и налил стакан вина . – Гм . . . ,подобного,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,подобного,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Ничего подобного ! ,подобного,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,почто,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Почему электричество , которое , дай бог памяти , потухало в течение двадцати лет два раза , в теперешнее время аккуратно гаснет раз в месяц ? ",Почему,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,0,0,0,самый,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Вы первый , дорогой Иван Арнольдович , воздержитесь от употребления самого этого слова . ",самого,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,отчто,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Это – мираж , дым , фикция . – Филипп Филиппович широко растопырил короткие пальцы , отчего две тени , похожие на черепах , заерзали по скатерти . – Что такое эта ваша « разруха » ? ",отчего,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,похожий,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Это – мираж , дым , фикция . – Филипп Филиппович широко растопырил короткие пальцы , отчего две тени , похожие на черепах , заерзали по скатерти . – Что такое эта ваша « разруха » ? ",похожие,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,висящей,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Что вы подразумеваете под этим словом ? – яростно спросил Филипп Филиппович у несчастной деревянной утки , висящей кверху ногами рядом с буфетом , и сам же ответил за нее : – Это вот что : если я , вместо того , чтобы оперировать , каждый вечер начну у себя в квартире петь хором , у меня настанет разруха . ",висящей,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,освещенный,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"То сова с глупыми желтыми глазами выскакивала в сонном видении , то гнусная рожа палача в белом грязном колпаке , то лихой ус Филипп Филипповича , освещенный резким электричеством из абажура , то сонные сани скрипели и пропадали , а в собачьем желудке варился , плавая в соку , истерзанный кусок ростбифа . ",освещенный,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0,0,1,0,0,0,сонные,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"То сова с глупыми желтыми глазами выскакивала в сонном видении , то гнусная рожа палача в белом грязном колпаке , то лихой ус Филипп Филипповича , освещенный резким электричеством из абажура , то сонные сани скрипели и пропадали , а в собачьем желудке варился , плавая в соку , истерзанный кусок ростбифа . ",сонные,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,истерзанный,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"То сова с глупыми желтыми глазами выскакивала в сонном видении , то гнусная рожа палача в белом грязном колпаке , то лихой ус Филипп Филипповича , освещенный резким электричеством из абажура , то сонные сани скрипели и пропадали , а в собачьем желудке варился , плавая в соку , истерзанный кусок ростбифа . ",истерзанный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,тяпнутый,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"– Контрреволюционные вещи вы говорите , Филипп Филиппович , – шутливо заметил тяпнутый , – не дай бог вас кто - нибудь услышит ! ",тяпнутый,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,опасный,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"– Ничего опасного , – с жаром возразил Филипп Филиппович , – никакой контрреволюции ! ",опасного,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,укушенному,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Он прищурился , отсчитал белые бумажки и протянул их укушенному со словами : – Сегодня вам , Иван Арнольдович , сорок рублей причитается . ",укушенному,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,пострадавший,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Пострадавший от пса вежливо поблагодарил и , краснея , засунул деньги в карман пиджака . ",Пострадавший,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,1,0,0,0,нужен,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"– Я сегодня не нужен вам , Филипп Филиппович ? – осведомился он . ",нужен,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
0,0,0,0,0,0,подходящая,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Вот что , Иван Арнольдович , вы все же следите внимательно : как только подходящая смерть , тотчас со стола , в питательную жидкость и ко мне ! ",подходящая,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,уличный,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"А мы пока этого уличного неврастеника понаблюдаем , обмоем . ",уличного,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,оледеневший,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Опять начнется подворотня , безумная стужа , оледеневший асфальт , голод , злые люди . . . ",оледеневший,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,приея,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Кроме того , все трюмо в гостиной - приемной между шкафами отражали удачливого красавца пса . ",приемной,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,разгуливающего,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Быть может , неизвестный собачий принц - инкогнито , – размышлял пес , глядя на лохматого кофейного пса с довольной мордой , разгуливающего в зеркальных далях . – Очень возможно , что бабушка моя согрешила с водолазом ",разгуливающего,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,попавшегося,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Филипп Филиппович – человек с большим вкусом , не возьмет он первого попавшегося пса - дворника . ",попавшегося,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,пахнущий,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Хозяин вваливался в черно - бурой лисе , сверкая миллионом снежных блесток , пахнущий мандаринами , сигарами , духами , лимонами , бензином , одеколоном , сукном , и голос его , как командная труба , разносился по всему жилищу . ",пахнущий,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0,1,0,0,0,0,приемную,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Затем его с гвалтом волокли за шиворот через приемную в кабинет . ,приемную,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,прилипавшего,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Пса , прилипавшего к ковру , тащили тыкать в сову , причем пес заливался горькими слезами и думал : « Бейте , только из квартиры не выгоняйте » . ",прилипавшего,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,1,1,0,0,воспрещен,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"Оценив ошейник по достоинству , пес сделал первый визит в то главное отделение рая , куда до сих пор вход ему был категорически воспрещен , именно – в царство поварихи Дарьи Петровны . ",воспрещен,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,анноблицова,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Всякий день в черной сверху и облицованной кафелем плите стреляло и бушевало пламя . ,облицованной,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,взволнованный,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Шарик лежал на теплой плите , как лев на воротах и , задрав от любопытства одно ухо , глядел , как черноусый и взволнованный человек в широком кожаном поясе за полуприкрытой дверью в комнате Зины и Дарьи Петровны обнимал Дарью Петровну . ",взволнованный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,обнаженные,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Руки божества , обнаженные по локоть , были в рыжих резиновых перчатках , и скользкие тупые пальцы копошились в извилинах . ",обнаженные,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,вошедшей,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Он засуетился , позвонил и вошедшей Зине приказал срочно подавать обед . ",вошедшей,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,пахнущий,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Тот привез с собой дурно пахнущий чемодан и , даже не раздеваясь , устремился с ним через коридор в смотровую . ",пахнущий,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,что,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"Филипп Филиппович бросил недопитую чашку кофе , чего с ним никогда не случалось , выбежал навстречу Борменталю , чего с ним тоже никогда не бывало . ",чего,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,что,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"Филипп Филиппович бросил недопитую чашку кофе , чего с ним никогда не случалось , выбежал навстречу Борменталю , чего с ним тоже никогда не бывало . ",чего,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,умоляю,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"Доктор Борменталь , умоляю вас , скорей , скорей ! ",умоляю,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,они,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,"Ну их в болото » , – решил пес и вдруг получил сюрприз . ",их,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,0,0,0,0,аннва,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,И Шарика заманили и заперли в ванной . ,ванной,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,многоуважаемый,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"« Ладно , будете вы иметь калоши завтра , многоуважаемый Филипп Филиппович , – подумал он , – две пары пришлось прикупить , и еще одну купите . ",многоуважаемый,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,аннва,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Потом полутьма ванной стала страшной , он завыл , бросился на дверь , стал царапаться . ",ванной,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,1,0,привезен,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"И он поехал лапами по скользкому паркету , так и был привезен в смотровую . ",привезен,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,напоминающим,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Подстриженная его седина скрывалась под белым колпаком , напоминающим патриаршую скуфейку . ",напоминающим,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,1,0,0,раскинут,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Длинный стол был раскинут , а сбоку придвинули маленький четырехугольной на блестящей ноге . ",раскинут,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,0,0,0,0,0,настороженных,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Тяпнутый , не сводя с пса настороженных дрянных глаз , высунул из - за спины правую руку и быстро ткнул псу в нос ком влажной ваты . ",настороженных,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,1,1,0,почувствована,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Затем весь мир перевернулся дном кверху , и была еще почувствована холодная , но приятная рука под животом . ",почувствована,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,0,0,1,0,0,выстрижен,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Живот его был выстрижен , и теперь доктор Борменталь , тяжело дыша и спеша , машинкой въедаясь в шерсть , стриг голову Шарика . ",выстрижен,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
0,0,1,0,0,0,умоляю,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Мгновенно , умоляю вас , подайте отросток и тут же шить . ",умоляю,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,аннвыстриже,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Из - под выстриженной шерсти засверкала беловатая кожа собаки . ,выстриженной,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,оголенный,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Обрив голову , тяпнутый мокрым бензиновым комком обтер ее , затем оголенный живот пса растянул и молвил , отдуваясь : « Готово » . ",оголенный,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,блестящий,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Борменталь подал ему блестящий ворот . ,блестящий,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,болтающийся,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Одной рукой ( « Не имеет равных в Европе . . . ей - богу » , – смутно подумал Борменталь ) он выхватил болтающийся комочек , а другой ножницами выстриг такой же в глубине где - то между распяленными полушариями . ",болтающийся,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,ставшими,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Шариков комочек он вышвырнул на тарелку , а новый заложил в мозг вместе с ниткой и своими короткими пальцами , ставшими точно чудом тонкими и гибкими , ухватился янтарною нитью его там замотать . ",ставшими,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,окровавленный,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Жрец снял меловыми руками окровавленный клобук и крикнул : ,окровавленный,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,свежее,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Все свежее белье и ванну . ,свежее,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,1,0,0,0,правое,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Он подбородком лег на край стола , двумя пальцами раздвинул правое веко пса , заглянул в явно умирающий глаз и молвил : ",правое,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,умирающий,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Он подбородком лег на край стола , двумя пальцами раздвинул правое веко пса , заглянул в явно умирающий глаз и молвил : ",умирающий,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,коренной,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"« Фабрика Клары Цеткин , — сказал горбоносый , разглядывая пачку . — Вы из Ленинграда ? » — « Да » . — « Путешествуете ? » — « Путешествую , — сказал я . — А вы здешние ? » — « Коренные » , — сказал горбоносый . ",Коренные,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,нужен,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Нам нужен именно программист . ,нужен,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,0,0,горбоносый,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,"« Как и вся наука , — сказал горбоносый . — Счастьем человеческим » . — « Понятно , — сказал я . — Что - нибудь с космосом ? » — « И с космосом тоже » , — сказал горбоносый . ",горбоносый,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,бородатый,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"« Столичный город и приличная зарплата » , — сказал бородатый негромко , но я услышал . ",бородатый,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,горбоносый,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"« Это он так шутит , — сказал горбоносый . — Интереснее , чем у нас , вам нигде не будет » . — « Почему вы так думаете ? » — « Уверен » . — « А я не уверен » . ",горбоносый,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,обречены,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"Мне кажется , вы обречены » . — « Вам действительно так нужен программист ? » — спросил я . ",обречены,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,0,нужен,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,"Мне кажется , вы обречены » . — « Вам действительно так нужен программист ? » — спросил я . ",нужен,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,0,0,0,0,0,нужен,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"« Нам позарез нужен программист » . — « Я поговорю с ребятами , — пообещал я . — Я знаю недовольных » . — « Нам нужен не всякий программист , — сказал горбоносый . — Программисты — народ дефицитный , избаловались , а нам нужен небалованный » . — « Да , это сложнее » , — сказал я . ",нужен,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,нужен,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"« Нам позарез нужен программист » . — « Я поговорю с ребятами , — пообещал я . — Я знаю недовольных » . — « Нам нужен не всякий программист , — сказал горбоносый . — Программисты — народ дефицитный , избаловались , а нам нужен небалованный » . — « Да , это сложнее » , — сказал я . ",нужен,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,нужен,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,"Горбоносый стал загибать пальцы : « Нам нужен программист : а — небалованный , бэ — доброволец , цэ — чтобы согласился жить в общежитии … » — « Дэ , — подхватил бородатый , — на сто двадцать рублей » . — « А как насчёт крылышек ? — спросил я . — Или , скажем , сияния вокруг головы ? ",нужен,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,нужен,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Один на тысячу ! » — « А нам всего - то один и нужен » , — сказал горбоносый . ",нужен,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,согласны,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,« А если их всего девятьсот ? » — « Согласны на девять десятых » . ,Согласны,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,0,0,0,горбоносый,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"« Девять часов , — сказал горбоносый . — Где вы собираетесь ночевать ? » — « В машине переночую . ",горбоносый,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,закрыты,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,"Магазины у вас до которого часа работают ? » — « Магазины у нас уже закрыты » , — сказал горбоносый . ",закрыты,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
0,0,0,0,0,0,можно,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"« Можно в общежитии , — сказал бородатый . — У меня в комнате свободная койка » . — « К общежитию не подъедешь » , — сказал горбоносый задумчиво . ",Можно,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0,0,0,0,0,0,бородатый,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"« Можно в общежитии , — сказал бородатый . — У меня в комнате свободная койка » . — « К общежитию не подъедешь » , — сказал горбоносый задумчиво . ",бородатый,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,диван,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,"Как он в общежитие - то пройдёт ? » — « Д - да , чёрт , — сказал горбоносый . — Действительно , день не поработаешь — забываешь про все эти штуки » . — « А может быть , трансгрессировать его ? » — « Ну - ну , — сказал горбоносый . — Это тебе не диван . ",диван,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,переночую,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"— Да вы не беспокойтесь , — сказал я . — Переночую в машине , не первый раз . ",Переночую,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0,0,0,переночую,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"— Ей - богу , я переночую в машине , — сказал я . ",переночую,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,1,0,0,0,поставить,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Он был неширок и зажат между тяжёлых старинных заборов , поставленных , наверное , ещё в те времена , когда здесь шастали шведские и норвежские пираты . ",поставленных,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
0,0,1,0,0,0,прекрасный,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Жизнь пренеприятная штука , но сделать ее прекрасной очень нетрудно . ",прекрасной,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,радуйся,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Когда у тебя в кармане загораются спички , то радуйся и благодари небо , что у тебя в кармане не пороховой погреб ",радуйся,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
